"#name","Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)"
"#sourceLang","Russian"
"свернуться","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> зышыхьын; <b>листья свернулись</b> тхьэмпэхэм зашыхьащ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> пцIэн, зэщIэкIын; <b>молоко свернулось</b> шэр зэщIэкIащ</div>"
"сверстник","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II зэныбжь, ныбжьэгъу; <b>мы с ним сверстники</b> абырэ сэрэ дызэныбжыц</div>"
"свёрток","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> свертка) зэкIуэцIылъ, зэкIуэцIышыхьа</div>"
"сверх","<div style=""margin-left:1em""><i>предлог с</i> <i class=""p""><font color=""green"">род.</font></i> и щIыIу, зыгуэрым и щIыIукIэ, и щIыIужу, и лейуэ; <b>сверх плана</b> планым и лейуэ</div>"
"сверху","<div style=""margin-left:1em""><i class=""p""><font color=""green"">нареч.</font></i> ищIыIум, ищхьэмкIэ; <b>смотреть сверху</b> ищхьэм къеплъыхын; <b>жир плавает сверху</b> дагъэр и щIыIум телъщ</div>"
"сверчок","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> сверчка) цIырцIыр</div>"
"свесить","<div style=""margin-left:1em"">II (свешу, свесишь), <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> едзыхын, егъэлэлэхын; <b>свесить веревку с крыши</b> кIапсэр унащхьэм къегъэлэлэхын</div>"
"свести","<div style=""margin-left:1em"">I (сведу, сведешь), <i class=""p""><font color=""green"">сов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i>кого</i> шэн; <b>свести ребенка в школу</b> сабийр еджапIэм шэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> ешэхын; <b>свести старика с горы</b> лIыжьыр бгым ешэхын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> игъэкIын; <b>свести пятно</b> бжьыгъэр игъэкIын</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> зэшэлIэн; <b>свести всех вместе</b> псори зэгъусэу зэшэлIэн</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>5.</b></font> <i>чаще</i> <i class=""p""><font color=""green"">безл.</font></i> <i>что</i> уидэрэбжьэн; <b>судорогой свело руку</b> и Iэр ундэрэбжьэн</div>"
"свет","<div style=""margin-left:1em""><font color=""sienna"">I</font> <i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> нэху нур; <b>лунный свет</b> мазэ нур; <b>яркий свет</b> нэху лыд</div>
<div style=""margin-left:1em"">◊ <b>ни свет ни заря</b> нэмэзым</div>
<div style=""margin-left:1em""><font color=""sienna"">II</font> <i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> дуней; <b>обойти весь свет</b> дуней псор къызэхэкIухьын</div>
<div style=""margin-left:1em"">◊ <b>на край света</b> щIым и гъунэм; <b>отправиться на тот свет</b> дунейм ехыжын</div>"
"светать","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">несов.</font></i>, <i class=""p""><font color=""green"">безл.</font></i> нэху щын, къызэщIичын; <b>уже светает</b> нэху щыуэ хуежьащ, нэхутхьэху къищIу щIидзащ</div>"
"светить","<div style=""margin-left:1em"">II (свечу, светишь), <i class=""p""><font color=""green"">несов.</font></i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> нэхун (нэху идзын); <b>светит солнце</b> дыгъэм нэху едз</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i>чем</i> гъэнэхун; <b>светить кому-н. фонарем</b> зыгуэрым фонарыр хуэгъэнэхун</div>"
"светиться","<div style=""margin-left:1em"">II (светится), <i class=""p""><font color=""green"">несов.</font></i>, <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> нэху хъун, блэн, къыхэлыдыкIын, къыхэцIуукIын; <b>у опушки леса светились огни</b> мэз лъапэм мафIэ щыблэрт; <b>звезды светились на небе</b> уафэм вагъуэхэр щыцIурт (щыблэрт)</div>"
"светлеть","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">несов.</font></i>, <i class=""p""><font color=""green"">тк.</font></i> <i>3</i> <i class=""p""><font color=""green"">л.</font></i> нэху хъун, къэщIэрэщIэжын; <b>на улице светлеет <i class=""p""><font color=""green"">безл.</font></i></b> уэрамыр нэху къохъу</div>"
"светло","<div style=""margin-left:1em""><i class=""p""><font color=""green"">в знач. сказ.</font></i>, <i class=""p""><font color=""green"">безл.</font></i> нэхуу; <b>было уже светло</b> нэху щакIэт</div>"
"светлый","<div style=""margin-left:1em""><i>-ая, -ое</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> лыд, цIу; <b>светлая лампочка</b> лампIэ лыд, нэху</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> нэху, бзыгъэ; <b>светлый дом</b> унэ нэху</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> къабзэ; <b>светлый родник</b> псынэ къабзэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>4.</b></font> сырыху; <b>светлое платье</b> бостей сырыху</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>5.</b></font> <i class=""p""><font color=""green"">перен.</font></i> гуфIэгъуэ; <b>светлый день победы</b> текIуэныгъэм и гуфIэгъуэ махуэ</div>"
"светофор","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II светофор</div>"
"свеч(к)а","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I кIэртIоф уэздыгъэ</div>"
"свидание","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II IущIэныгъэ, хуэзэныгъэ, зэрылъагъуныгъэ; <b>деловое свидание</b> Iуэху щхьэкIэ зэIущIэныгъэ</div>"
"свидетель","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II щыхьэт; <b>быть свидетелем</b> щыхьэту щытын (щыхьэт хъун)</div>"
"свидетельство","<div style=""margin-left:1em""><i class=""p""><font color=""green"">с.</font></i> II <b>свидетельство о рождении</b> къызэралъхуамкIэ щыхьэт тхылъ</div>"
"свинец","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> бдзапцIэ; <b>свинцовая пуля</b> бдзапцIэшэ</div>"
"свирепый","<div style=""margin-left:1em""><i>-ая, -ое</i></div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> бзаджагъэ, хьэщхьэрыIуагъ зыхэлъ; ябгэ Iей; <b>свирепая собака</b> хьэ бзаджэ; хьэщхьэрыIуэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">перен.</font></i> <b>свирепая зима</b> щIымахуэ ткIий</div>"
"свист","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> фий макъ; <b>издать свист</b> фий макъ гъэIун; <b>свист воздуха</b> жьым и фий макъ</div>"
"свистеть","<div style=""margin-left:1em"">II (свищу, свистишь), <i class=""p""><font color=""green"">несов.</font></i> фиин; <b>паровоз свистит</b> мафIэгур мэкIий; <b>ветер свистит</b> жьыр мэфий</div>"
"свистнуть","<div style=""margin-left:1em"">I, <i class=""p""><font color=""green"">сов.</font></i>, <i class=""p""><font color=""green"">однокр.</font></i> к свистеть</div>"
"свисток","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II (<i class=""p""><font color=""green"">род.</font></i> свистка)</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> кIэфий</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <b>свисток</b> (сигнал) фий макъ; <b>свисток паровоза</b> мафIэгум и кIий макъ</div>"
"свить","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, что</i> ухуэнын, щIын; <b>свить веревку</b> кIапсэр ухуэнын; <b>свить гнездо</b> абгъуэ щIын</div>"
"свобода","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I щхьэхуитыныгъэ, хуитыныгъэ; <b>борцы за свободу</b> щхьэхуитыныгъэм и бэнакIуэхэр</div>"
"свободно","<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> <i class=""p""><font color=""green"">нареч.</font></i> хунту; <b>жить свободно</b> хунту псэун</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">нареч.</font></i> хунту къызэфIэмынэу, уэрсэру; <b>он свободно говорит по-русски</b> ар уэрсэру урысыбзэкIэ мэпсалъэ</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>3.</b></font> <i class=""p""><font color=""green"">в знач. сказ.</font></i> <i class=""p""><font color=""green"">безл.</font></i> Iэхуитлъэхуитщ; <b>в комнате свободно</b> пэшыр Iэхунтлъэхунтщ</div>"
