"#name",Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)
"#sourceLang","Russian"
"угроза","ж. I
1. гъэгузэвэныгъэ, гъэшынэныгъэ; действовать угрозами шынагъэкIэ зыгуэр къегъэщIэну хэтын
2. шынагъуэ; есть угроза наводнения псы къыщIэлъэдэикIэ шынагъуэ шыIэщ"
"угрюмый","-ая, -ое нэщхъей, нэщхъ зэхэуфа; угрюмый человек цIыху нэщхъеирилэ"
"удав","м. II удав (блэшхуэ)"
"удалить","II, сов.
1. Iучын, къыхэхын; удалить зуб дзэр Iучын
2. Iухын, Iудзын; удалить ненужные предметы зыхуэмей предметхэр Iухын
3. щIэгъэкIын; удалить учащихся из класса еджакIуэхэр классым щIэгъэкIын"
"удалиться","II, сов.
1. пыIукIын, пыIукIуэтын; удалиться от берега псы Iуфэм пыIукIуэтын
2. щIэкIын; удалиться из комнаты пэшым щIэкIын"
"удалой","-ая, -ое хахуэ, хъыжьэ; удалой парень щIалэ хахуэ"
"удаль","ж. III, мн. нет хахуагъэ, жыджэрагъ; выделяться своей удалью хахуагъкIэ къахэщын"
"удар","м. II
1. удын, еуэныгъэ; свалить врага ударом бийр еуауэ иудын
2. (спорт.) еуэныгъэ; штрафной удар штрафнойуэ еуэныгъэ
3. макъ; удар грома уафэгъуагъуэ макъ
4. (нападение) теуэныгъэ; удар по врагу бийм теуэныгъэ
◊ тяжелый удар забывается, а тяжелое слово вспоминается удыным иуIар мэхъужри псалъэ гуауэм иуIар хъужыркъым"
"ударение","с. II (грам.)
1. ударенэ; ударение падает на первый слог ударенэр япэ пычыгъуэм тохуэ; поставить ударение ударенэр тегъэувэн"
"ударить","II, сов., кого-что, по чему, чем, во что
1. еуэн; ударить кулаком по столу IэштIымкIэ стIолым еуэн
2. что, во что и без доп. ударить в колокол тхьэгъушым еуэн; ударил гром уафэр гъуэгъуащ
3. по кому-чему (напасть) теуэн, тезэрыгуэн; ударить по врагу бийм теуэн
4. тк. 3 л. (наступить) къеуэн, къэсын; ударил сильный мороз щIыIэ уаер къэсащ"
"удариться","II, сов.
1. о кого-что, чем жьэхэуэн, ентIэIун; удариться о камень кывэм жьэхэуэн
2. во что техуэн, кIэрыхуэн; мяч ударился о стену топыр блыным кIэрыхуащ"
"ударник","м. II лэжьакIуэ пэрыт, пашэ; ударники строек ухуэныгъэхэм я ударникхэр"
"удаться","I (удастся, удадутся), сов., тк. 3 л.
1. къехъулIэн; наш план удался ди планыр къыдэхъулIащ
2. безл. кому с неопр. къемыхъулIэн, хузэфIэмыкIын; ему не удалось уехать абьг ежьэну (ежьэжыну) хузэфIэкIакъым"
"удача","ж. I ехъулIэныгъэ; большая удача ехъулIэныгъэшхуэ"
"удвоить","II, сов., что тIукIэ нэхъыбэ щIын; удвоить цену и уасэр тIукIэ нэхъыбэ щIын"
"удвоиться","II, сов., тк. 3 л. хуэдитI хъун; урожай удвоился гъавэр хуэдитIкIэ бэгъуащ"
"уделить","II, сов., что
1. (отдать) хухэхын етын; ему уделить часть книг абы тхылъхэм я ныкъуэр хухэхын, етын
2. хуэщIын; уделить внимание детям цIыкIухэм гулъытэ яхуэщIын"
"удельный","-ая, -ое удельнэ; удельный вес удельнэ вес (пкъым и хьэлъагъ)"
"удержать","II (удержу, удержишь), сов.
1. кого-что Iыгъын, зыIэщIэмыгъэкIын, зыIэпымыгъэхун; удержать кого-н. от падения зыгуэр умыгъэджалэу Iыгъын
2. что Iыгъын; зыIэщIэмыгъэкIын; удержать первое место япэ увыпIэр зыIэщIэмыгъэкIын
3. что хэгъэкIын; удержать пять рублей с зарплаты улахуэм сомитху хэгъэкIын
4. къэгъэувыIэн; удержать лошадей шыхэр зэтеIыгъэн"
"удержаться","II (удержусь, удержишься), сов.
1. зымыгъэджэлэн; удержаться на ногах мыджалэу лъакъуэкIэ щытын
2. къимыкIуэтын; удержаться на первом месте япэ увыпIэр къимыкIуэту Iыгъын"
"удивительный","-ая, -ое
1. гъэщIэгъуэн, телъыджэ; хьэлэмэт; удивительный вопрос упщIэ хьэлэмэт
2. фIы, гъэщIэгъуэн; удивительная книга тхылъ гъэщIэгъуэн"
"удивить","II (удивлю, удивишь), сов., кого-что гъэщIэгъуэн щыщIын; меня удивило его поведение абы зэрызищIар хуабжьу згъэщIэгъуащ"
"удивиться","II (удивлюсь, удивишься), сов., чему и без доп. фIэгъэщIэгъуэнын, фIэхьэлэмэтын; удивился его приходу ар къызэрыкIуар сфIэгъэщIэгъуэнщ"
"удивление","с. II, мн. нет гъэщIэгъуэн къыщыхъуныгъэ; посмотреть с удивлением фIэгъэщIэгъуэну еплъын"
"удивлённый","-ая, -ое гъэщIэгъуэн зыщыхъуа; удивленный взгляд гъэщIэгъуэн плъэкIэ"
"удила","тк. мн. шхуэIу"
"удилище","с. II иъурагъ, баш, бдзэжьей къунтхыр зыфIэщIа баш"
"удить","II (ужу, удишь), несов., кого бдзэжьей ещэн"
"удлинить","II, сов., что гъэкIыхьын, кIыхь щIын; удлинить юбку бостеикIэр нэхъ кIыхь шIын, бостеикIэр къышIэгъэкIын"
"удлиниться","II, сов. тк. 3 л. кIыхь хъун; дорога удлинилась гъуэгур кIыхь хъуащ"
"удобно","1. нареч. гупсэхуу, тыншу; мне удобно в этой обуви мы вакъэм сегъэтынш
2. в знач. сказ. безл. кому (хорошо), ему здесь будет удобно абы и дежкIэ тыншыпIэщ
3. в знач. сказ. безл. кому къезэгъ; удобно ли вам прийти вечером? уэ пщыхьэщхьэ укъэкIуэну къезэгъыу пIэрэ?"
"удобный","-ая, -ое тынш, къезэгъ; удобное место тIысыпIэ тынш"
"удобрение","с. II
1. мн. нет щIыгъэпшэр; удобрение почвы щIыр гъэпшэрыныгъэ
2. зэрагъэпшэр; минеральные удобрения минеральнэ щIыгъэпшэр"
