"#name","Адыгабзэм изэхэф гущыIалъ (Ady) (western)"
"чIэгърыс","(чIэгърысэр)
плавание под водой
Псы чIэгъым щыкIоныр ары
Ар псым чIэгърысэкIэ щэкIо"
"чIэгъчIэлъ","I (чIэгъчIэлъыр)
нижнее белье
Джэнэ чIэгъчIэлъ
Гъончэдж чIэгъчIэлъ
II (чIэгъчIэлъыр, чIэгъчIэлъхэр)
иносказание, иносказательный, -ая, -ое
ГущыIэ чIэгъчIэлъ
ГущыIэ чIэгъчIэлъкIэ зэдэгущыIагъэх"
"чIэдзагъ","(чIэдзагъэр)
бл. уахъ. иприч. брошен, -а, -о
Хьапсым чIэдзагъэм фэд"
"чIэжъухьагъ","(чIэжъухьагъэр)
бл. уахъ. иприч. запахан, -а, -о
Жъуагъэм ычIэгъ шIыгъэр
Ебзэу жъуагъэм чIэжъухьагъэр мэкIаIо"
"чIэзыгъ","(чIэзы)
лъым. вывалился, -лась, -лось, отвалился, -лась, -лось
Пхъэчаим ычIэ чIэзыгъ"
"чIэзын","(чIэзыныр чIэзыгъэ)
гл. имасд. вывалиться, отвалиться
ПхъэчаичIэр чIэзынэу ежьагъ"
"чIэкуагъ","(чIэкуагъэр)
бл. уахъ. иприч. засунут, -а, -о (под)
IонтIэ пакIэу Iатэм чIэкуагъэр къычIилъэшъугъ"
"чIэкIодагъ","(чIэкIуадэ)
лъым.
1. пропал, -а, -о (внизу, под)
ЧIэшъухьагъ
Картофэу чIэтIагъэм ыныкъо чIэкIодагъ
2. исчез, -ла, -ло (под)
ЫчIэгъ щыкIодыгъ
Псы чIэгъым чIэкIодагъ"
"чIэкIодагъэр","(чIэкIуадэрэр)
зэм. прич.
1. пропавший, -ая, -ее (в)
ЧIэшъухьагъэр
ЧIыунэм къэбаскъэу чIэкIодагъэр бэ
2. пропавший, -ая, -ее (под)
Псы чIэгъым чIэкIодагъэр бэ"
"чIэкIошъагъ","(чIэкIуашъэ)
лъым. прокрался, -лась, -лось (в)
Макъэ ымыгъэIоу цIыкIу-цIыкIоу чIэхьагъ
Къакъырэм чIэкIошъагъ"
"чIэкIошъэн","(чIэкIошъэгъэ)
гл. имасд. прокрасться (в)
ЦIыкIу-цIыкIоу чIэхьан
ТыгъуакIор тучаным чIэкIошъэн ыIозэ къаубытыгъ"
"чIэкIошъагъэр","(чIэкIуашъэрэр)
зэм. прич. прокравшийся, -аяся, -ееся
ЦIыкIу-цIыкIоу чIэхьагъэр
Унэм чIэкIошъагъэр къашIагъ"
"чIэлъыгъ","(чIэлъ)
лъым.
1. лежал, -а, -о (под)
ЫчIэгъ щылъыр
Шъхьантэ чIэгъым ахъщэр чIэлъ
Щазмэм лъэгукIэдэ дэгъу чIэлъ
2. лежал, -а, -о (в)
Илъ
Пхъэр къакъырэм чIэлъ
Картофыр чIыунэм чIэлъ"
"чIэлъыгъэр","(чIэлъыр)
зэм. прич. лежавший, -ая, -ее (под)
ШIуагъэ зиIэу чIы чIэгъым чIэлъыр бэ
Цуакъэм шъоу кIэлъыр шъо дэгъу"
"чIэсагъ","(чIэсагъэр)
бл. уахъ. иприч. вбитый, -ая, -ое
Пчэгъоу чIэсагъэмэ чыр адидзыгъ
Пчэгъур пытэу чIэсагъ"
"чIэсыгъ","(чIэс)
зыпI. гл.
1. сидел, -а, -о (под)
ПэсакIор чэлым чIэсыгъ
ЛIыжъыр чъыг чIэгъым чIэсыгъ
2. жил, -а, -о
Быныр унэм чIэс"
"чIэсыгъэр","(чIэсырэр)
зэм. прич.
1. сидевший, -ая, -ее (в, под)
Чъыг чIэгъым чIэсыгъэр тэджыжьыгъ
2. живший, -ая, -ее
Щыпсэущтыгъэр
Унэм чIэсыгъэр чIэкIыжьыгъ"
"чIэтIагъ","(чIэтIагъэр)
бл. уахъ. иприч. закопан, -а, -о; зарыт, -а, -о
Картофыр чIэтIагъ
Ахъщэ чIэтIагъэ къыгъотыгъ"
"чIэуагъ","I (чIао) лъым. скрылся, -лась, -лось (под)
Къыхэмыщыжьэу чIэхьагъ
Псым чIэуагъ
II (чIэо)
лъым. бросил, -а, -о (под)
ЫчIэгъ чIэуагъ
ЕтIэгъойкIэ чIауи хьамбар чIэгъым чэтхэр къычIифыгъэх"
"чIэфагъ","(чIэфэ)
лъым. поместился, -лась, -лось (под)
Пхъэр зэкIэ къакъырэм чIэфагъ"
"чIэфагъэр","(чIафэрэр)
зэм. прич. поместившийся, -аяся, -ееся (под)
Пхъэу къакъырэм чIэфагъэр бэ"
"чIэфэн","(чIэфэныр чIэфагъ)
гл. имасд. поместить
Пхъэр зэкIэ къакъырэм чIэфэн Iоу ышIагъэп, ау чIэфагъ"
"чIэхьагъ","(чIахьэ)
лъым.
1. зашел, -ла, -ло; поселился, -лась, -лось
Быныр унэм чIэхьагъ
2. поступил, -а, -о
КIалэр институтым чIэхьагъ"
"чIэхьагъэр","(чIахьэрэр)
зэм. прич.
1. зашедший, -ая, -ее; поселившийся, -аяся, -ееся
ЧIыунэм чIэхьагъэм картоф къычIихыгъ
2. поступивший, -ая, -ее
КIалэу институтым чIэхьагъэр дэгъоу еджэ"
"чIэхъуагъ","(чIэхъо)
лъым. появился, -лась, -лось; выросли (под)
КъычIэкIагъ
Картофым чIэхъуагъ"
"чIэхъуагъэр","зэм. прич. появившийся, -аяся, -ееся; выросший, -ая, -ее (под)
Картоф абанэм чIэхъуагъэр бэ"
"чIэхъон","(чIэхъоныр чIэхъуагъ)
гл. имасд. образоваться; вырасти, появиться
Картоф абанэм чIэхъонэу ежьагъ"
"чIэхьажьыгъ","(чIэхьажьы)
лъым.
1. обратно зашел, -а, -о (в)
Чъыг жьаум къычIэкIи, тIэкIурэ тыгъэм хэти жьаум чIэхьажьыгъ
2. уже поселился, -лась, -лось
Унэр ышIи чIэхьажьыгъ"
"чIэIэбагъ","(чIэIабэ)
лъым.
1. полез, -ла, -ло рукой (под)
IэкIэ чIэIагъ
Шъхьантэ чIэгъым чIэIэбагъ
2. проиграл, -а, -о
ИIоф къикIыгъэп
Ар чIэIэбагъ"
"чIэIэбагъэр","(чIэIабэрэр)
зэм. прич. полезший, -ая, -ее рукой (под)
Стол чIэгъым чIэIэбагъэм карандашыр къычIихыжьыгъ"
"шагъэ","(машэ)
лъым.
1. улежался, -лась, -лось
Шъабэ хъугъэ
Къужъыр шагъэ
Мыр шагъэ
2. залежал, -а, -о; истлел, -а, -о
Махэ хъугъэ
ШэкIыр щылъзэ, шагъэ"
"шако","(шакор)
воск
ШъоухьакIум шъоур зыкIащкIэ къанэрэр
Шакор зажъожькIэ шэфы мэхъу"
"шакIо","
I (шакIор, шакIохэр)
охотник
ЛэучэцI къэукIыным пылъыр ары
ШакIом тхьакIумкIыхьэ къыхьыгъ
II охота
ЛэучэцIмэ уяшэкIонэу укIоныр
ШакIо кIуагъэ
ШакIо къикIыжьыгъ"
"шао","(шаор, шаохэр)
1. ездовой, возница
Шыкур зезыфэрэр ары
Шаом кур къыгъэуцугъ
2. мальчик-погонщик
ЖъонакIомэ ахэт кIал
КIэлэ шаоу жъонакIомэ ягъусагъ"
"шапсыгъ","(шапсыгъэр, шапсыгъэхэр)
1. шапсуг (одно из адыгских племен)
Шапсыгъэхэр адыгэ лъэпкъым щыщых
Шапсыгъэхэм янахьыбэ хы ШIуцIэ Iушъом щэпсэу
2. Шапсугия
Шапсыгъэхэр зэрыс хэкур ары
Шапсыгъэ кIуагъэ
Шапсыгъэ къикIыгъэ хьакI"
"шапхъ","(шапхъэр, шапхъэхэр)
1. мера, размер
Шапхъэ тырихыгъ
ЩазмашIэм кIалэм ылъакъо шапхъэ тырихыгъ
2. мерка
Зыгорэм икIыхьагъ, ишъомбгъуагъэ къэзгъэлъэгъорэ шапхъэу тырахыгъэр ары
Шапхъэр ригъэпшагъ"
"шахъо","(шахъор, шахъохэр)
табунщик
Шыхэр зыгъэхъоу, къэзыухъумэу апэтрэр ары
Шахъом шыхэр псым ыфыгъэх
Шахъо ежьагъ"
"шаIо","(шаIор, шаIохэр)
высокая плетеная изгородь
Чэу шIыхьэгъэ лъагэ шэхъогъур зыдагъэзыхьэу пасэм ашIыщтыгъэр ары
Шэхъогъур шаIом дагъэзыхьи емылычхэр къаубытыгъэх"
"школ","(школыр, школхэр)
школа
ЕджапIэ
Гурыт школ
Школым кIалэхэр щеджэх"
"шкъун","(шкъуныр)
корм для птиц
Чэт Iус
Чэтмэ шкъун аритыгъ
Чэтым шкъун ипкIыхь гущ."
"шкIакIэ","(шкIакIэр, шкIакIэхэр)
молодая телка
Чэмым шкIакIэ къылъфыгъ"
"шкIун","(шкIуныр, шкIунхэр)
петля
КIапсэм шкIун фишIыгъ
КIапсэр шкIуным рищыгъ"
"шкIэ","(шкIэр, шкIэхэр)
телка, теленок
Чэмым къылъфыгъакIэр ары
Чэмым шкIэ къылъфыгъ
Цу зимыIэм чэмкIешIэ гущ."
"шкIэжъ","(шкIэжъыр, шкIэжъхэр)
телок
ИлъэситIу зыныбжь шкIэхъужъ
ШкIэжъыр кIишIагъ"
"шкIэл","(шкIэлыр)
телятина
ШкIэ укIыгъэм ыл
Тучаным шкIэл щащэ"
"шкIэщ","(шкIэщыр, шкIэщхэр)
телятник
ШкIэхэр зэрытынэу ашIырэ бгъагъэр ары
ШкIэр шкIэщым ит"
"штаукI","(штаукIыр)
кремень
Мыжъо гъожьышъо лъэпкъэу гъучIкIэ зеохэкIэ мэшIуачэ къызхихырэр ары
ШтаукIым еуи машIор бзыуцыфым кIигъани, итутын хигъэнагъ"
"шхагъэ","(машхэ)
лъым. поел, -а, -о
Гъомлапхъэ ышхыгъ
ТIыси шхагъэ
ШхапIэм чIахьи шхагъэ"
"шхагъэр","(шхэрэр)
зэм. прич. поевший, -ая, -ее
КIалэу шхагъэр IофышIэ кIуагъэ"
"шхакIо","I (шхакIор, шхакIохэр)
тот, кто ест
Ар шхакIо
II (шхакIор)
1. уход на прием пищи
ШхакIо кIуагъэ
2. растратчик
Ар боу шхакIо, ащ ышхыгъэр бэ"
"шхакIэ","(шхакIэр)
порядок еды
Зэрышхэхэрэ шIыкIэр
Ащ шхакIэ ышIэрэп"
"шхо","(шхор, шхохэр)
уздечка
Шым ышъхьэ тыралъхьэу зэрагъэIорышIэрэр ары
Шым шхо тыралъхьагъ"
"шхол","(шхолыр, шхолхэр)
вымя
Чэмым ыкIи ащ фэдэу щэкIэ пIорэм щэр зэрытэу иIэ пкъынэлынэр ары
Чэмым ышхол ины хъугъэ"
"шхомлакIэ","(шхомлакIэр, шхомлакIэхэр)
повод
ШхоIум пыдэгъэ шъо кIыхьэу шыр зэрэзэращэрэр, зэрагъэIорышIэрэр ары
Шыум шхомлакIэр ыIыгъэу шым тес"
"шхонкIэкI","(шхонкIэкIыр)
пистолет, наган
Шхонч кIэкI
ШхонкIэкIымкIэ уагъэ"
"шхонкIэкIылъ","(шхонкIэкIылъэр, шхонкIэкIылъэхэр)
кобура
КIэрэхъуалъ
ШхонкIэкIылъэм шхонкIэкIыр елъы"
"шхонкIэкIыпс","(шхонкIэкIыпсыр, шхонкIэкIыпсхэр)
шнур к пистолету
Зыцыпэ шхонкIэкI лъэдакъэм пышIагъэу, ашIохэлъагъэу IэкIэ шIыгъэ шъагъэу дэнлъэчхэр зыпышIыхьагъэр ары
Пшъашъэм шхонкIэкIыпс кIалэм фишIыгъ"
"шхонч","(шхончыр, шхончхэр)
ружье
Гынрэ щэрэ зэралъхьэу агъэорэ Iаш
Шхончыр ыузэндыгъ
Шхончыр ышти, шакIор ежьагъ"
"шхончау","(шхончаор, шхончаохэр)
стрелок
ШхончымкIэ орэр, мыохъоу тезгъафэрэр ары
А кIалэр шхончау
Шхончэо Iаз"
"шхончпитIузэголъ","(шхончпитIузэголъыр, шхончпитIузэголъхэр)
двухствольное ружье
ШхончпитIузэголъ тучаным щащэ"
"шхончлъэб","(шхончлъэбыр, шхончлъэбхэр)
приклад
Шхонч лъэдакъ
ШхончлъэбымкIэ еуагъ"
"шхончыку","(шхончыкур, шхончыкухэр)
ствол
Шхончым иIэ гъуанэу щэр зэрырикIырэр ары
Шхончыкум щэр къинагъ
Шхончыкур ылъэкIыгъ"
"шхончып","(шхончыпэр, шхончыпэхэр)
дуло ружья
Шхончым ыпакI
Шхончыпэм кIырыплъи тыригъэпсыхьи псагъэм еуагъ
ДзэкIолIым ишхончыпэ пчыпыджын пылъ"
"шхошIагъэ","(мэшхуашIэ)
состояние беременности перед родами (у животных)
Чэмыр шхошIагъэ, шIэхэу лъфэщт"
"шхоIу","(шхоIур, шхоIухэр)
удила
ГъучIым, металлым хэшIыкIыгъэу шым ыжэ далъхьэу шхом хэдагъэр ары
Шым шхоIур жэдигъэзи псы ригъэшъуагъ, ыгъэшхагъ"
"шхужъ","(шхужъыр, шхужъхэр)
таз
Ышхужъ мэузы"
"шхы","(шхыр)
костоеда
Узы
ЫIэ шхы хидзагъ"
"шхыгъо","(шхыгъор)
жъы. содержание, жалованье
Мазэ пэпчъэу е илъэсым къэралыгъом аритрэ ахъщ
Сомэ фыжь шъибгъур шхыгъоу сэ къысфэкIо (Джанбэчрэ Хьабибэрэ)"
"шхынлъ","(шхынлъэр, шхынлъэхэр)
ясли, кормушка
Былымхэр зыщагъашхэхэу, Iусхэр зыдалъхьэрэр ары
Шхынлъэм мэкъу диз"
"шхынцумп","
(шхынцумпэр, шхынцумпэхэр)
инжир, смоковница, фиговое дерево
Пхъэшъхьэ-мышъхьэ
1. Чъыгэу шхынцумпэр къызпыкIэрэр ары
Шхынчумпэр къызэIуихыгъ
2. смоква, инжир, фига, винная ягода
А чъыгым къыпыкIэрэр ары
Шхынцумпэ къыщэфыгъ"
